,data_id,message_id,date,text,tweet_lang,place,photo_url,geometry,source
292,293,1311532485294120960,2020-10-01 05:04:46+00:00,@MaisieR0se Come play sexy,en,na,na,"POLYGON ((-0.297848 51.640831, -0.297848 51.682412, -0.249317 51.682412, -0.249317 51.640831, -0.297848 51.640831))",random
293,294,1519814991884349440,2022-04-28 23:05:05,The Fire Resources Fair today was a total success. @FireWiseNapa was proud to cohost with @NapaVintners & @NVGrapegrowers to share resources on wildfire prevention & recovery. Check out @FireWiseNapa ‘s website for everything you need to be prepared. #firesmart #firewise https://t.co/T13YDe2txJ,en,"St Helena, CA","http://pbs.twimg.com/media/FRd3rSiVcAErVx-.jpg,http://pbs.twimg.com/media/FRd3rTGVEAAcdnc.jpg,http://pbs.twimg.com/media/FRd3rTJUcAA0KvD.jpg,http://pbs.twimg.com/media/FRd3rUSVgAAwa01.jpg","POLYGON ((-122.491724 38.48506, -122.491724 38.522951, -122.436146 38.522951, -122.436146 38.48506, -122.491724 38.48506))",cali_fire
294,295,1357593359561408512,2021-02-05 07:34:14+00:00,@CurieuxExplorer @PawlowskiMario @Nicochan33 @enricomolinari @FrRonconi @labordeolivier @MargaretSiegien @Hana_ElSayyed @AshokNellikar @achyutaghosh @SiddharthKS @BetaMoroney @DrHugue @mdrechsler @RLDI_Lamy @AlAmadi1 @silentseawolf @VivMilano @star95011 @RitupaGhosh #ThankYou Dev - #HappyFriday to all and #FF! 😀👍🏽,en,na,na,"POLYGON ((-0.618246 51.388161, -0.618246 51.417719, -0.547803 51.417719, -0.547803 51.388161, -0.618246 51.388161))",random
295,296,1537682830192300032,2022-06-17 06:25:30,I'll take fireworks vs the lives that were just lost in Dtwn Oakland any day moments ago,en,"Oakland, CA",,"POLYGON ((-122.34266 37.699279, -122.34266 37.884709, -122.114711 37.884709, -122.114711 37.699279, -122.34266 37.699279))",cali_fire
296,297,1301835955918254080,2020-09-04 10:54:13+00:00,Colossus was rough as always 🤮 🤢 😷 https://t.co/VZyN91TZZh,en,na,na,"POLYGON ((-0.512935 51.403209, -0.512935 51.403209, -0.512935 51.403209, -0.512935 51.403209, -0.512935 51.403209))",random
297,298,1323323130975309827,2020-11-02 17:56:35+00:00,"@SamuelBrealey @FinanceDirCFO @AdContrarian No more Zoom, I’m in!",en,na,na,"POLYGON ((0.025393 51.613051, 0.025393 51.66874, 0.096849 51.66874, 0.096849 51.613051, 0.025393 51.613051))",random
298,299,1333707124040486913,2020-12-01 09:38:52+00:00,@billboland41 @BBCBreaking 100% - the one store where I could guarantee to find clothes all year round!,en,na,na,"POLYGON ((-0.618246 51.388161, -0.618246 51.417719, -0.547803 51.417719, -0.547803 51.388161, -0.618246 51.388161))",random
299,300,1329209272555679745,2020-11-18 23:46:00+00:00,"@ArizonaStation Also  McConnell, McEnany, cruzand barr.",en,na,na,"POLYGON ((0.010398 51.543815, 0.010398 51.626165, 0.147328 51.626165, 0.147328 51.543815, 0.010398 51.543815))",random
300,301,1333765647843594241,2020-12-01 13:31:25+00:00,@michaelgove resign. You have had a good run but you are completely out of your depth bungling ridiculous laws that are destroying people’s lives jobs and families. This is unbelievably amateur,en,na,na,"POLYGON ((-0.387744 51.349772, -0.387744 51.403572, -0.305355 51.403572, -0.305355 51.349772, -0.387744 51.349772))",random
301,302,1549839706661089280,2022-07-20 19:32:35,"@harlequins1510 @LordDeeDah It wasn't like this 20 years ago. Fire season is now year round instead of just summer, and areas are burning that never used to: the redwoods in the formerly wet Pacific Northwest are burning, some of them over a thousand of years old. This IS climate change. https://t.co/ubzZQvSsl0",en,"Irvine, CA",http://pbs.twimg.com/media/FYIi_K1VsAAnJ13.jpg,"POLYGON ((-117.86894 33.606077, -117.86894 33.773387, -117.695781 33.773387, -117.695781 33.606077, -117.86894 33.606077))",cali_fire
302,303,1332237140865011713,2020-11-27 08:17:40+00:00,@VaishAnanth @SingMolSci @EMBLAustralia Congratulations! Make us proud!,en,na,na,"POLYGON ((-0.21607 51.509879, -0.21607 51.539792, -0.13016 51.539792, -0.13016 51.509879, -0.21607 51.509879))",random
303,304,1501615482448728067,2022-03-09 17:46:44,"More 🚒 🔥 firefighters die by suicide today than by fighting fires. Firestorm '77, a  documentary about a ferocious deadly fire on Vandenberg Base touches on the emotional toll of the work these #heroes live with forever. #PTSD @SLDelta30 #SBIFF https://t.co/PIWry3xZ2b",en,"Santa Barbara, CA",http://pbs.twimg.com/media/FNbPUZMVUAIuOw_.jpg,"POLYGON ((-119.763341 34.395525, -119.763341 34.464245, -119.639931 34.464245, -119.639931 34.395525, -119.763341 34.395525))",cali_fire
304,305,1519886117570367488,2022-04-29 03:47:43,Pre-33 Center Hallway in Inglewood. I forgot to ask fire attack if they were ready for a hole. I just figure if we’re doing our job then they must be doing theirs. https://t.co/4Rb5vNpfIq,en,"Oceanside, CA",http://pbs.twimg.com/ext_tw_video_thumb/1519886069717553158/pu/img/dBwTkHfywvAUhGz2.jpg,"POLYGON ((-117.399853 33.152639, -117.399853 33.299993, -117.241905 33.299993, -117.241905 33.152639, -117.399853 33.152639))",cali_fire
305,306,1323363091917275136,2020-11-02 20:35:22+00:00,"@NanoManic @MOOMOOJJL Looks like Sarah the lie master to me How much you getting paid #Trump usually has ads in papers for actors and #trolls $15 dollars an hour usually. If you’re getting less Trump is fleecing you, same old, same old. @donwinslow @ProjectLincoln @MeidasTouch @StephenKing @EugJHawk https://t.co/K05RmWUYG4",en,na,na,"POLYGON ((-0.662994 51.440818, -0.662994 51.49632, -0.600029 51.49632, -0.600029 51.440818, -0.662994 51.440818))",random
306,307,1333747945817190400,2020-12-01 12:21:04+00:00,@TheViralBox1 One of the baddest man dem on da planet! Lol 😁,en,na,na,"POLYGON ((-0.110331 51.261343, -0.110331 51.322055, -0.037575 51.322055, -0.037575 51.261343, -0.110331 51.261343))",random
307,308,1311581682332467201,2020-10-01 08:20:15+00:00,Exactly! Where was he abroad? Does he need to quarantine?,en,na,na,"POLYGON ((-0.481469 51.339482, -0.481469 51.412008, -0.342575 51.412008, -0.342575 51.339482, -0.481469 51.339482))",random
308,309,1323310696470401025,2020-11-02 17:07:10+00:00,@smith09891 Do you record/log when you see a film?,en,na,na,"POLYGON ((0.225146 51.491358, 0.225146 51.511893, 0.264278 51.511893, 0.264278 51.491358, 0.225146 51.491358))",random
309,310,1333684121558663169,2020-12-01 08:07:27+00:00,Your status within the farming community and politics is  very very important .keep telling it as it is !,en,na,na,"POLYGON ((-0.366408 51.712381, -0.366408 51.735027, -0.341636 51.735027, -0.341636 51.712381, -0.366408 51.712381))",random
310,311,1322966816474497024,2020-11-01 18:20:43+00:00,Gabriel and Partey are unreal,en,na,na,"POLYGON ((-0.536549 51.6362, -0.536549 51.6652, -0.499034 51.6652, -0.499034 51.6362, -0.536549 51.6362))",random
311,312,1302313734287904768,2020-09-05 18:32:44+00:00,Well done Kian! Say hello to your mother for me. 😘,en,na,na,"POLYGON ((0.058517 51.740664, 0.058517 51.795864, 0.154957 51.795864, 0.154957 51.740664, 0.058517 51.740664))",random
312,313,1566966795042693121,2022-09-06 01:49:31,"With the recent heat wave & wildfires starting across CA, it’s a good reminder that you should be practicing “READY… https://t.co/0aGB9PqidU",en,"Arcadia, CA",,"POLYGON ((-118.0694603 34.0870588, -117.9921804 34.0870588, -117.9921804 34.1805068, -118.0694603 34.1805068, -118.0694603 34.0870588))",cali_fire
313,314,1329871197459386370,2020-11-20 19:36:15+00:00,@PollyShields01 @Mat_at_Brookes Thank you. You’re the second person to recommend it - will order!,en,na,na,"POLYGON ((-0.170246 51.564585, -0.170246 51.611218, -0.034078 51.611218, -0.034078 51.564585, -0.170246 51.564585))",random
314,315,1559163323689512961,2022-08-15 13:01:18,The #GradeFire is located right outside of Dos Vientos in Newbury Park from what the @VCFD_PIO helo is identifying with the fly overs for air drops. Ground crews are on their way. https://t.co/Rq13SBn5VA,en,"Thousand Oaks, CA",http://pbs.twimg.com/media/FaNCx4xUUAAx1C9.jpg,"POLYGON ((-119.061758 34.126875, -119.061758 34.250081, -118.776015 34.250081, -118.776015 34.126875, -119.061758 34.126875))",cali_fire
315,316,1302253185621426179,2020-09-05 14:32:08+00:00,I would change the word prat for one beginning with C.,en,na,na,"POLYGON ((0.122314 51.796399, 0.122314 51.821581, 0.158682 51.821581, 0.158682 51.796399, 0.122314 51.796399))",random
316,317,1323384527000162311,2020-11-02 22:00:33+00:00,Someone give @campbellclaret some medication as he off his box tonight,en,na,na,"POLYGON ((-0.542182 51.355064, -0.542182 51.368082, -0.519657 51.368082, -0.519657 51.355064, -0.542182 51.355064))",random
317,318,1557834564315127809,2022-08-11 21:01:17,Everything is NOT ok. We can’t drink rainwater anymore. Thousands of forests are being clear-cut. Flash floods are happening everywhere. The entire world is on fire. And pathetic rich men keep starting wars while hoarding every resource that could potentially save us. FIGHT BACK!,en,"Berkeley, CA",,"POLYGON ((-122.324818 37.845953, -122.324818 37.905738, -122.234225 37.905738, -122.234225 37.845953, -122.324818 37.845953))",cali_fire
318,319,1552143169185140736,2022-07-27 04:05:43,"#ValleyIncident, FINAL UPDATE FFs have neutralized and removed the product from the roadway in @PortHuenemeCA, (Pleasant Valley Rd and Ventura Rd). No injuries. No environmental impact. Crews are decon’ed and are being released. @OxnardFire @HuenemePort https://t.co/ZgBidkmpkI",en,"Port Hueneme, CA",http://pbs.twimg.com/ext_tw_video_thumb/1552143057327296512/pu/img/8gfQ-m7Kou0oMYh6.jpg,"POLYGON ((-119.221552 34.138118, -119.221552 34.181304, -119.186037 34.181304, -119.186037 34.138118, -119.221552 34.138118))",cali_fire
319,320,1322699497777123329,2020-11-01 00:38:29+00:00,Let us enjoy pls pls,en,na,na,"POLYGON ((-0.074547 51.414087, -0.074547 51.494127, 0.038567 51.494127, 0.038567 51.414087, -0.074547 51.414087))",random
320,321,1311554816439717888,2020-10-01 06:33:30+00:00,"@millerick10 @ryan_woolnough @HartleyFC @cheshamutdfc Wrong, but fairly restrained considering the bloke had just been spat on? How low do you want to get??",en,na,na,"POLYGON ((-0.514092 51.72224, -0.514092 51.782319, -0.421047 51.782319, -0.421047 51.72224, -0.514092 51.72224))",random
321,322,1512975331258363907,2022-04-10 02:06:43,"5 alarm fire at the Home Depot on Blossom Hill Rd..,",en,"Berkeley, CA",,"POLYGON ((-122.324818 37.845953, -122.324818 37.905738, -122.234225 37.905738, -122.234225 37.845953, -122.324818 37.845953))",cali_fire
322,323,1356151261855440897,2021-02-01 08:03:51+00:00,"More progress on Ruth's embellished sunflower cushion.
#sunflower #cushion #frenchknots #handembroidery #slowstitch #embellishment #softfurnishings https://t.co/dmNCvkSADs",en,na,na,"POLYGON ((-0.387744 51.349772, -0.387744 51.403572, -0.305355 51.403572, -0.305355 51.349772, -0.387744 51.349772))",random
323,324,1491792031428923396,2022-02-10 15:11:51,Waking up this morning to my favorite trails in Laguna Beach on fire. Prayers to all the firefighters fighting this fire. https://t.co/euI9KLU5ta,en,"Laguna Beach, CA",http://pbs.twimg.com/media/FLPo8JdVIAIfC43.jpg,"POLYGON ((-117.820234 33.48444, -117.820234 33.610906, -117.730133 33.610906, -117.730133 33.48444, -117.820234 33.48444))",cali_fire
324,325,1549249654310801410,2022-07-19 04:27:55,"LAFD-Central Structure Fire reported at E 5th St / Main St

https://t.co/Ln4CYS6ZcJ
#lafd #lafdalert",en,"Los Angeles, CA",,POINT (-118.24871 34.046263),cali_fire
325,326,1333640015054843905,2020-12-01 05:12:12+00:00,"Lord, please show me what I’m investing my life in. If it’s not eternally significant, please help me to exchange it for something that is. In Jesus’ name, Amen.",en,na,na,"POLYGON ((0.228239 51.461687, 0.228239 51.511284, 0.407315 51.511284, 0.407315 51.461687, 0.228239 51.461687))",random
326,327,1333776480908800001,2020-12-01 14:14:28+00:00,"@QUBFoodProf Just nipped to local @Asda and they’d run out of advent calendars, so we bought a tin of celebrations #bespoke #solvedit One (or more) chocolate a day 🎄 🍫",en,na,na,"POLYGON ((0.074802 51.408761, 0.074802 51.478931, 0.188938 51.478931, 0.188938 51.408761, 0.074802 51.408761))",random
327,328,1569548973408681985,2022-09-13 04:50:10,Azerbaijan has reportedly shelled the homes of innocent civilians in Artsakh and is now attacking Armenia proper. This is an extreme violation of the ceasefire. This an attack on Armenia’s sovereignty and cannot go ignored. #Peace4Artsakh #Peace4Armenia https://t.co/9QF0OvaJ0y,en,"East Pasadena, CA",http://pbs.twimg.com/media/FcgoeGvaAAMF-9D.jpg,"POLYGON ((-118.094288 34.12711, -118.094288 34.150344, -118.067446 34.150344, -118.067446 34.12711, -118.094288 34.12711))",cali_fire
328,329,1356251760692768770,2021-02-01 14:43:12+00:00,So sad to hear of the death of Yvonne Conolly over the weekend. She continues to inspire us @hanoverschool and in the FutureZone group of schools in our mission to become more actively #antiracist. She will be sadly missed. #islingtonschools #antiracism https://t.co/U6mc6PQU3N,en,na,na,"POLYGON ((-0.142058 51.518552, -0.142058 51.575301, -0.076305 51.575301, -0.076305 51.518552, -0.142058 51.518552))",random
329,330,1322877752727527425,2020-11-01 12:26:48+00:00,"@PaulBrazil @RefugEase_UK 45 sovs.
And no.
Fx",en,na,na,"POLYGON ((0.245025 51.180309, 0.245025 51.228688, 0.310677 51.228688, 0.310677 51.180309, 0.245025 51.180309))",random
330,331,1311605010057383937,2020-10-01 09:52:57+00:00,"Sometimes it takes something soo drastic soo dramatic soo completely insane for you to change, and as bad as that thing may seem too be at that time, the drastic thing happened there's no changing or going back. Keep positive, head up #everythinghappensforareason #",en,na,na,"POLYGON ((-0.230949 51.21315, -0.230949 51.268978, -0.130394 51.268978, -0.130394 51.21315, -0.230949 51.21315))",random
331,332,1535128413521883136,2022-06-10 05:15:09,"BC 7 on scene. One acre, moderate rate. Fire contained to the clover gore point.

#FranklinIC",en,"Rodeo, CA",,"POLYGON ((-122.274848 38.014234, -122.274848 38.057435, -122.238027 38.057435, -122.238027 38.014234, -122.274848 38.014234))",cali_fire
332,333,1356272201532657664,2021-02-01 16:04:25+00:00,@iamtoosh Got it. Thanks.,en,na,na,"POLYGON ((-0.619506 51.205293, -0.619506 51.267548, -0.520729 51.267548, -0.520729 51.205293, -0.619506 51.205293))",random
333,334,1322966969709199363,2020-11-01 18:21:19+00:00,Champions league wins are just keeping Ole in a job,en,na,na,"POLYGON ((-0.507184 51.562435, -0.507184 51.574707, -0.492775 51.574707, -0.492775 51.562435, -0.507184 51.562435))",random
334,335,1322897523497984004,2020-11-01 13:45:22+00:00,@cleopatra44 Thanks Sarah,en,na,na,"POLYGON ((-0.387744 51.349772, -0.387744 51.403572, -0.305355 51.403572, -0.305355 51.349772, -0.387744 51.349772))",random
335,336,1323316735387250688,2020-11-02 17:31:10+00:00,@Chillysbottles My chilly bottles arrived safely ..x x,en,na,na,"POLYGON ((-0.245869 51.330352, -0.245869 51.393443, -0.117306 51.393443, -0.117306 51.330352, -0.245869 51.330352))",random
336,337,1356226201799561216,2021-02-01 13:01:38+00:00,"We:
🏳️‍🌈Repealed Section 28
🏳️‍🌈Equalised the age of consent
🏳️‍🌈Introduced the Gender Recognition Act and the Equality Act
🏳️‍🌈Created Civil Partnerships, the precursor to Equal Marriage
LGBT+ rights are human rights, and we’re proud to stand with the LGBT+ community.
#LGBTHistoryMonth https://t.co/ooleWm6OKQ",en,na,na,"POLYGON ((-0.216758 51.684348, -0.216758 51.713425, -0.162978 51.713425, -0.162978 51.684348, -0.216758 51.684348))",random
337,338,1322806934785937410,2020-11-01 07:45:24+00:00,@Sharrisonb I thought I was the only one 😂,en,na,na,"POLYGON ((-0.25981 51.728695, -0.25981 51.779423, -0.201667 51.779423, -0.201667 51.728695, -0.25981 51.728695))",random
338,339,1333753043423260675,2020-12-01 12:41:20+00:00,@MGaylie good morning mariettie my dear friend have a most beautiful day https://t.co/QCC4uyb2mp,en,na,na,"POLYGON ((0.252097 51.597898, 0.252097 51.645571, 0.364782 51.645571, 0.364782 51.597898, 0.252097 51.597898))",random
339,340,1544172685575331840,2022-07-05 04:13:52,Fans turning out tonight for the Oakland A's fireworks show on the Fourth of July https://t.co/AzqhsaTMxV,en,Rickey Henderson Field,http://pbs.twimg.com/ext_tw_video_thumb/1544172549667336192/pu/img/PAXYR2FWvwT6P9kN.jpg,"POLYGON ((-122.200826 37.751449, -122.200826 37.751449, -122.200826 37.751449, -122.200826 37.751449, -122.200826 37.751449))",cali_fire
340,341,1356244928368697346,2021-02-01 14:16:03+00:00,"Shame for Parrott that it didn’t work out. Championship may just have been a bit too tough too soon, he will join Ipswich for the rest of the season. #Millwall",en,na,na,"POLYGON ((0.351258 51.374461, 0.351258 51.387012, 0.365559 51.387012, 0.365559 51.374461, 0.351258 51.374461))",random
341,342,1312831037542731786,2020-10-04 19:04:45+00:00,Come on down join Tim and many others and #backtheboro  £3 for live football in the stands UTBW🔴⚪,en,na,na,"POLYGON ((-0.556982 51.211604, -0.556982 51.222823, -0.508109 51.222823, -0.508109 51.211604, -0.556982 51.211604))",random
342,343,1522355655696281600,2022-05-05 23:20:46,"This photo of Arcadia firefighters & police officers was taken on April 17, 1932 at the old Wheeler Fire HQ Station. Originally City Hall & Police & Fire Headquarters were all located on Wheeler Ave. We continue to work side-by-side, striving to make Arcadia a safer place. https://t.co/6oLKl378OD",en,"Arcadia, CA",http://pbs.twimg.com/media/FSB-ZnAUUAET7Gb.jpg,"POLYGON ((-118.06946 34.087059, -118.06946 34.180507, -117.99218 34.180507, -117.99218 34.087059, -118.06946 34.087059))",cali_fire
343,344,1565169483416838156,2022-09-01 02:47:38,"It is a sad commentary on where we are in the cycle of global warming that, at least wildfire season has pretty sun… https://t.co/nrDUfr1r7V",en,"Los Angeles, CA",,POINT (-118.25774473 34.05072191),cali_fire
344,345,1333869244237438977,2020-12-01 20:23:04+00:00,@BambiAmy78 Brilliant 😆,en,na,na,"POLYGON ((-0.523333 51.378382, -0.523333 51.460781, -0.381669 51.460781, -0.381669 51.378382, -0.523333 51.378382))",random
345,346,1356160483749838855,2021-02-01 08:40:30+00:00,Just posted a photo @ Gallows Corner https://t.co/hYD3MRImsu,en,na,na,POINT (0.2169 51.5923),random
346,347,1346656651542200320,2021-01-06 03:15:40+00:00,Lost my mic 😮,en,na,na,"POLYGON ((-0.111476 51.419425, -0.111476 51.509947, -0.029731 51.509947, -0.029731 51.419425, -0.111476 51.419425))",random
347,348,1322991851192881153,2020-11-01 20:00:11+00:00,"1st of November means I can play christmas songs now, right?
#Christmas #November1st https://t.co/RkKL2ynr71",en,na,na,"POLYGON ((-0.660061 51.490484, -0.660061 51.538905, -0.525138 51.538905, -0.525138 51.490484, -0.660061 51.490484))",random
348,349,1323303582666543116,2020-11-02 16:38:54+00:00,Should resign.,en,na,na,"POLYGON ((0.058517 51.740664, 0.058517 51.795864, 0.154957 51.795864, 0.154957 51.740664, 0.058517 51.740664))",random
349,350,1325494091807911936,2020-11-08 17:43:12+00:00,There has been some preparation here https://t.co/rFMECBhvpl,en,na,na,"POLYGON ((-0.5140924 51.72224, -0.421047 51.72224, -0.421047 51.782319, -0.5140924 51.782319, -0.5140924 51.72224))",random
350,351,1572718215972941824,2022-09-21 22:43:37,"Van Nuys | Structure Fire reported at N Willis Av / Victory Blvd

https://t.co/0hXWQ769Ky
via @LAIT911",en,"Los Angeles, CA",,POINT (-118.45644 34.186424),cali_fire
351,352,1541952694738309121,2022-06-29 01:12:25,"If Trump was on video shooting 5000 people with a Gatling Gun at Mar-A-Lago, @seanhannity would attack Richard Gatling and say the gun misfired 5000 times. Its that pathetic what he is doing right now.",en,"Los Angeles, CA",,"POLYGON ((-118.668404 33.704538, -118.668404 34.337041, -118.155409 34.337041, -118.155409 33.704538, -118.668404 33.704538))",cali_fire
352,353,1548068164176470018,2022-07-15 22:13:06,San Diego OG Bloods and Crips Come Together To Call For A Ceasefire https://t.co/vErtjwWUfP via @YouTube,en,"El Cajon, CA",,"POLYGON ((-117.009833 32.767506, -117.009833 32.831001, -116.894872 32.831001, -116.894872 32.767506, -117.009833 32.767506))",cali_fire
353,354,1487915378462187522,2022-01-30 22:27:25,@firewatcher a lot of scarier things in Texas than earthquakes.,en,"Walnut Creek, CA",,"POLYGON ((-122.10003 37.842368, -122.10003 37.944965, -121.980829 37.944965, -121.980829 37.842368, -122.10003 37.842368))",cali_fire
354,355,1333697042120577025,2020-12-01 08:58:48+00:00,Its true,en,na,na,"POLYGON ((-0.593707 51.152745, -0.593707 51.168863, -0.577753 51.168863, -0.577753 51.152745, -0.593707 51.152745))",random
355,356,1333879737236774912,2020-12-01 21:04:46+00:00,"@letsgetupsidedn @davidhogg111 Well I'm 15. And no they couldn't because, well in the UK, at least, you've gotta be 11 to own a debit card. So, read up on your facts, and I'm a girl btw, not ""son""",en,na,na,"POLYGON ((-0.619803 51.682074, -0.619803 51.692751, -0.589811 51.692751, -0.589811 51.682074, -0.619803 51.682074))",random
356,357,1548322640821043215,2022-07-16 15:04:18,"LAFD-Central Vegetation Fire reported at S Av 52 / Griffin Ave

https://t.co/tfQq4vwco8
#lafd #lafdalert",en,"Los Angeles, CA",,POINT (-118.19534 34.102529),cali_fire
357,358,1356171889966780416,2021-02-01 09:25:49+00:00,"@EmeraldArcher1_ Thanks again, practice makes perfect just keep trying, have an awesome day",en,na,na,"POLYGON ((-0.100615 51.681067, -0.100615 51.755575, -0.010847 51.755575, -0.010847 51.681067, -0.100615 51.681067))",random
358,359,1552275367620218880,2022-07-27 12:51:02,"LACoFD-3 | Crescenta / Santa Clarita Vegetation Fire reported at Camp Plenty Rd /  

https://t.co/6EiDPhFxdk
#lacofd #lacofdalert",en,"Santa Clarita, CA",,POINT (-118.47558 34.41569),cali_fire
359,360,1322840514740236291,2020-11-01 09:58:50+00:00,What is one positive news story of 2020?,en,na,na,"POLYGON ((-0.423192 51.317335, -0.423192 51.35114, -0.345147 51.35114, -0.345147 51.317335, -0.423192 51.317335))",random
360,361,1322701249335222273,2020-11-01 00:45:27+00:00,@itsKisos The orange one is very Gustav Klimt “Lady in Gold” vibes.,en,na,na,"POLYGON ((-0.457966 51.420633, -0.457966 51.502851, -0.243419 51.502851, -0.243419 51.420633, -0.457966 51.420633))",random
361,362,1322884601568780288,2020-11-01 12:54:01+00:00,"Hear, hear 🙏🏼",en,na,na,"POLYGON ((-0.368615 51.729772, -0.368615 51.775108, -0.272269 51.775108, -0.272269 51.729772, -0.368615 51.729772))",random
362,363,1565152194478755840,2022-09-01 01:38:56,Fire in San Diego.,en,"Fresno, CA",,"POLYGON ((-119.93251 36.648905, -119.93251 36.923179, -119.632419 36.923179, -119.632419 36.648905, -119.93251 36.648905))",cali_fire
363,364,1342882831429677059,2020-12-26 17:19:51+00:00,@AlanBra86520411 @FulhamFC @adidas Yep they cost a fair wedge!! Class and comfy. Retail sale on mine now are £500 madness.,en,na,na,"POLYGON ((-0.523333 51.378382, -0.523333 51.460781, -0.381669 51.460781, -0.381669 51.378382, -0.523333 51.378382))",random
364,365,1311590087474515969,2020-10-01 08:53:39+00:00,Happy Nigerian Independence Day @papilokanu and @alexiwobi,en,na,na,"POLYGON ((-0.523333 51.378382, -0.523333 51.460781, -0.381669 51.460781, -0.381669 51.378382, -0.523333 51.378382))",random
365,366,1333840782902616064,2020-12-01 18:29:58+00:00,THIS IS AMAZING!! ❤️❤️❤️,en,na,na,"POLYGON ((0.252097 51.597898, 0.252097 51.645571, 0.364782 51.645571, 0.364782 51.597898, 0.252097 51.597898))",random
366,367,1356268572608262149,2021-02-01 15:50:00+00:00,"The awesome #feature #film @TheDareMovie is available @PrimeVideo 
Time to get your #horror on! 

Congratulations to @GilesAlderson and all involved! An incredible achievement.",en,na,na,"POLYGON ((-0.053106 51.799445, -0.053106 51.823834, -0.010944 51.823834, -0.010944 51.799445, -0.053106 51.799445))",random
367,368,1302295464944062464,2020-09-05 17:20:08+00:00,@FrankOnTheRadio Cover,en,na,na,"POLYGON ((0.151548 51.709402, 0.151548 51.728923, 0.186815 51.728923, 0.186815 51.709402, 0.151548 51.709402))",random
368,369,1551352515525877760,2022-07-24 23:43:57,"@BlackLabelAdvsr The entire nation of France, despite being mainly on fire, would like a word or two. 
If you're going to splurge on carbs, at least make it worth the penalty. Would you ever see a Cuban dip this into his coffee? Or a Coon-ass use it to mop up jambalaya? No and no.",en,"Pacifica, CA",,"POLYGON ((-122.515276 37.565624, -122.515276 37.666566, -122.442863 37.666566, -122.442863 37.565624, -122.515276 37.565624))",cali_fire
369,370,1356085624969814021,2021-02-01 03:43:02+00:00,"Hopefully Bryan, Edge, Christian or Orton wins.",en,na,na,"POLYGON ((-0.213503 51.512805, -0.213503 51.572068, -0.105303 51.572068, -0.105303 51.512805, -0.213503 51.512805))",random
370,371,1302403189438808064,2020-09-06 00:28:12+00:00,"Wind 1.6 mph SW. Barometer 1016.6 hPa, Steady. Temperature 10.6 °C. Rain today 0.0mm. Humidity 77%",en,na,na,POINT (0.31083333 51.67666667),random
371,372,1302326976145956868,2020-09-05 19:25:21+00:00,@Citcat21044337 @AlwayzInTrouble STARS AND STRIPES. He’s a fucking fraud and a snowflake.,en,na,na,"POLYGON ((-0.65807 51.687386, -0.65807 51.726722, -0.581426 51.726722, -0.581426 51.687386, -0.65807 51.687386))",random
372,373,1333876364261416973,2020-12-01 20:51:22+00:00,if you get the time to watch the documentary about Rob Burrow on bbc catch up it is worth a watch this man should be sports personality of the year the strength compassion courage this man shows even with his debilitating illness is incredible please forward as much as possible,en,na,na,"POLYGON ((-0.100615 51.681067, -0.100615 51.755575, -0.010847 51.755575, -0.010847 51.681067, -0.100615 51.681067))",random
373,374,1333693462512807937,2020-12-01 08:44:34+00:00,@Sarahdellbtint1 Have a cat problem by any chance? 😀😃😄😁😆😅🤣😂❤,en,na,na,"POLYGON ((-0.25981 51.728695, -0.25981 51.779423, -0.201667 51.779423, -0.201667 51.728695, -0.25981 51.728695))",random
374,375,1333841406578860034,2020-12-01 18:32:27+00:00,Is the ability to have business meetings inside a restaurant still a thing in tier 2?,en,na,na,"POLYGON ((-0.292579 51.555179, -0.292579 51.66859, -0.12921 51.66859, -0.12921 51.555179, -0.292579 51.555179))",random
375,376,1333735199138598914,2020-12-01 11:30:25+00:00,"Not age specific either.  When my 16 year old nephew came to stay, I told him one of his chores is washing the dishes. His response: ""You expect me to do dishes?!"". Told him either he does his chores or I will ask his parents to arrange alternative accommodation.  His shock! 1/",en,na,na,"POLYGON ((-0.336055 51.527592, -0.336055 51.602799, -0.190226 51.602799, -0.190226 51.527592, -0.336055 51.527592))",random
376,377,1333573660293083139,2020-12-01 00:48:31+00:00,@HillsDunlap https://t.co/EpAj700hzK Ashkenazi Jewish nurse,en,na,na,"POLYGON ((0.377224 51.170643, 0.377224 51.188737, 0.401473 51.188737, 0.401473 51.170643, 0.377224 51.170643))",random
377,378,1537993634997338112,2022-06-18 03:00:31,"Their academy began in N-95s, 3 months into a global pandemic. They learned the profession of firefighting. Helped save lives. Saw the tragic loss of lives. Resilient & adaptable.
Today they completed CA FF1 Testing.
I couldn’t be more proud of this group of Student Firefighters! https://t.co/8C4QgXAstg",en,Burgers and Brew,http://pbs.twimg.com/media/FVgNDj3UsAA6Kj-.jpg,"POLYGON ((-121.743501 38.544259, -121.743501 38.544259, -121.743501 38.544259, -121.743501 38.544259, -121.743501 38.544259))",cali_fire
378,379,1323333396454625283,2020-11-02 18:37:22+00:00,@LBC will the lockdown affect learning centres or after-school club that runs within a school premises?,en,na,na,"POLYGON ((0.155261 51.3841, 0.155261 51.408532, 0.206969 51.408532, 0.206969 51.3841, 0.155261 51.3841))",random
379,380,1322854384427028482,2020-11-01 10:53:57+00:00,Great service and reasonably priced,en,na,na,"POLYGON ((-0.253407 51.269527, -0.253407 51.336645, -0.155273 51.336645, -0.155273 51.269527, -0.253407 51.269527))",random
